filepath,relpath,dataset,split
data\processed\augmented\01__hugging_happy\frame_0026_face_0_aug_0.jpg,01__hugging_happy\frame_0026_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0029_face_0_aug_2.jpg,01__hugging_happy\frame_0029_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0022_face_0_aug_1.jpg,01__hugging_happy\frame_0022_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0019_face_0_aug_0.jpg,01__hugging_happy\frame_0019_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0009_face_0_aug_1.jpg,01__hugging_happy\frame_0009_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0022_face_0_aug_2.jpg,01__hugging_happy\frame_0022_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0002_face_0_aug_0.jpg,01__hugging_happy\frame_0002_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0025_face_0_aug_1.jpg,01__hugging_happy\frame_0025_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0012_face_0_aug_1.jpg,01__hugging_happy\frame_0012_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0024_face_0_aug_1.jpg,01__hugging_happy\frame_0024_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0002_face_0_aug_2.jpg,01__hugging_happy\frame_0002_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0024_face_0_aug_2.jpg,01__hugging_happy\frame_0024_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0010_face_0_aug_2.jpg,01__hugging_happy\frame_0010_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0015_face_0_aug_1.jpg,01__hugging_happy\frame_0015_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0004_face_0_aug_2.jpg,01__hugging_happy\frame_0004_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0025_face_0_aug_0.jpg,01__hugging_happy\frame_0025_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0006_face_0_aug_1.jpg,01__hugging_happy\frame_0006_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0026_face_0_aug_2.jpg,01__hugging_happy\frame_0026_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0009_face_0_aug_0.jpg,01__hugging_happy\frame_0009_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0029_face_0_aug_1.jpg,01__hugging_happy\frame_0029_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0002_face_0_aug_1.jpg,01__hugging_happy\frame_0002_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0018_face_0_aug_0.jpg,01__hugging_happy\frame_0018_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0027_face_0_aug_2.jpg,01__hugging_happy\frame_0027_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0028_face_0_aug_1.jpg,01__hugging_happy\frame_0028_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0003_face_0_aug_2.jpg,01__hugging_happy\frame_0003_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0008_face_0_aug_0.jpg,01__hugging_happy\frame_0008_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0023_face_0_aug_2.jpg,01__hugging_happy\frame_0023_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0021_face_0_aug_0.jpg,01__hugging_happy\frame_0021_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0000_face_0_aug_2.jpg,01__hugging_happy\frame_0000_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0029_face_0_aug_0.jpg,01__hugging_happy\frame_0029_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0008_face_0_aug_1.jpg,01__hugging_happy\frame_0008_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0001_face_0_aug_1.jpg,01__hugging_happy\frame_0001_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0019_face_0_aug_1.jpg,01__hugging_happy\frame_0019_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0005_face_0_aug_1.jpg,01__hugging_happy\frame_0005_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0006_face_0_aug_0.jpg,01__hugging_happy\frame_0006_face_0_aug_0.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0011_face_0_aug_1.jpg,01__hugging_happy\frame_0011_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0015_face_0_aug_2.jpg,01__hugging_happy\frame_0015_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0025_face_0_aug_2.jpg,01__hugging_happy\frame_0025_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0006_face_0_aug_2.jpg,01__hugging_happy\frame_0006_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0010_face_0_aug_1.jpg,01__hugging_happy\frame_0010_face_0_aug_1.jpg,01__hugging_happy,train
data\processed\augmented\01__hugging_happy\frame_0013_face_0_aug_2.jpg,01__hugging_happy\frame_0013_face_0_aug_2.jpg,01__hugging_happy,train
data\processed\augmented\01__kitchen_pan\frame_0004_face_0_aug_2.jpg,01__kitchen_pan\frame_0004_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0004_face_0_aug_1.jpg,01__kitchen_pan\frame_0004_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0014_face_0_aug_1.jpg,01__kitchen_pan\frame_0014_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0020_face_0_aug_1.jpg,01__kitchen_pan\frame_0020_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0013_face_0_aug_1.jpg,01__kitchen_pan\frame_0013_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0019_face_0_aug_2.jpg,01__kitchen_pan\frame_0019_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0001_face_0_aug_0.jpg,01__kitchen_pan\frame_0001_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0011_face_0_aug_1.jpg,01__kitchen_pan\frame_0011_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0011_face_0_aug_2.jpg,01__kitchen_pan\frame_0011_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0015_face_0_aug_2.jpg,01__kitchen_pan\frame_0015_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0006_face_0_aug_0.jpg,01__kitchen_pan\frame_0006_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0007_face_0_aug_1.jpg,01__kitchen_pan\frame_0007_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0002_face_0_aug_1.jpg,01__kitchen_pan\frame_0002_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0006_face_0_aug_1.jpg,01__kitchen_pan\frame_0006_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0002_face_0_aug_2.jpg,01__kitchen_pan\frame_0002_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0018_face_0_aug_2.jpg,01__kitchen_pan\frame_0018_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0009_face_0_aug_0.jpg,01__kitchen_pan\frame_0009_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0015_face_0_aug_1.jpg,01__kitchen_pan\frame_0015_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0014_face_0_aug_0.jpg,01__kitchen_pan\frame_0014_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0019_face_0_aug_0.jpg,01__kitchen_pan\frame_0019_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0008_face_0_aug_2.jpg,01__kitchen_pan\frame_0008_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0009_face_0_aug_1.jpg,01__kitchen_pan\frame_0009_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0012_face_0_aug_1.jpg,01__kitchen_pan\frame_0012_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0012_face_0_aug_2.jpg,01__kitchen_pan\frame_0012_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0007_face_0_aug_0.jpg,01__kitchen_pan\frame_0007_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0010_face_0_aug_2.jpg,01__kitchen_pan\frame_0010_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0013_face_0_aug_0.jpg,01__kitchen_pan\frame_0013_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0003_face_0_aug_0.jpg,01__kitchen_pan\frame_0003_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0014_face_0_aug_2.jpg,01__kitchen_pan\frame_0014_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0013_face_0_aug_2.jpg,01__kitchen_pan\frame_0013_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0007_face_0_aug_2.jpg,01__kitchen_pan\frame_0007_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0017_face_0_aug_2.jpg,01__kitchen_pan\frame_0017_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0016_face_0_aug_1.jpg,01__kitchen_pan\frame_0016_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0005_face_0_aug_0.jpg,01__kitchen_pan\frame_0005_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0003_face_0_aug_1.jpg,01__kitchen_pan\frame_0003_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0002_face_0_aug_0.jpg,01__kitchen_pan\frame_0002_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0021_face_0_aug_1.jpg,01__kitchen_pan\frame_0021_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0019_face_0_aug_1.jpg,01__kitchen_pan\frame_0019_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0017_face_0_aug_0.jpg,01__kitchen_pan\frame_0017_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0010_face_0_aug_1.jpg,01__kitchen_pan\frame_0010_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0005_face_0_aug_2.jpg,01__kitchen_pan\frame_0005_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0017_face_0_aug_1.jpg,01__kitchen_pan\frame_0017_face_0_aug_1.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0012_face_0_aug_0.jpg,01__kitchen_pan\frame_0012_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0003_face_0_aug_2.jpg,01__kitchen_pan\frame_0003_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0020_face_0_aug_0.jpg,01__kitchen_pan\frame_0020_face_0_aug_0.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_pan\frame_0000_face_0_aug_2.jpg,01__kitchen_pan\frame_0000_face_0_aug_2.jpg,01__kitchen_pan,train
data\processed\augmented\01__kitchen_still\frame_0019_face_0_aug_2.jpg,01__kitchen_still\frame_0019_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0001_face_0_aug_0.jpg,01__kitchen_still\frame_0001_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0010_face_0_aug_0.jpg,01__kitchen_still\frame_0010_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0020_face_0_aug_2.jpg,01__kitchen_still\frame_0020_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0005_face_0_aug_2.jpg,01__kitchen_still\frame_0005_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0015_face_0_aug_0.jpg,01__kitchen_still\frame_0015_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0017_face_0_aug_2.jpg,01__kitchen_still\frame_0017_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0012_face_0_aug_0.jpg,01__kitchen_still\frame_0012_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0021_face_0_aug_1.jpg,01__kitchen_still\frame_0021_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0003_face_0_aug_0.jpg,01__kitchen_still\frame_0003_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0017_face_0_aug_1.jpg,01__kitchen_still\frame_0017_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0026_face_0_aug_1.jpg,01__kitchen_still\frame_0026_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0004_face_0_aug_1.jpg,01__kitchen_still\frame_0004_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0023_face_0_aug_0.jpg,01__kitchen_still\frame_0023_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0009_face_0_aug_2.jpg,01__kitchen_still\frame_0009_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0014_face_0_aug_1.jpg,01__kitchen_still\frame_0014_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0020_face_0_aug_0.jpg,01__kitchen_still\frame_0020_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0005_face_0_aug_0.jpg,01__kitchen_still\frame_0005_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0017_face_0_aug_0.jpg,01__kitchen_still\frame_0017_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0014_face_0_aug_0.jpg,01__kitchen_still\frame_0014_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0000_face_0_aug_1.jpg,01__kitchen_still\frame_0000_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0026_face_0_aug_0.jpg,01__kitchen_still\frame_0026_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0029_face_0_aug_2.jpg,01__kitchen_still\frame_0029_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0022_face_0_aug_1.jpg,01__kitchen_still\frame_0022_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0019_face_0_aug_0.jpg,01__kitchen_still\frame_0019_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0009_face_0_aug_1.jpg,01__kitchen_still\frame_0009_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0022_face_0_aug_2.jpg,01__kitchen_still\frame_0022_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0002_face_0_aug_0.jpg,01__kitchen_still\frame_0002_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0025_face_0_aug_1.jpg,01__kitchen_still\frame_0025_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0012_face_0_aug_1.jpg,01__kitchen_still\frame_0012_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0024_face_0_aug_1.jpg,01__kitchen_still\frame_0024_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0002_face_0_aug_2.jpg,01__kitchen_still\frame_0002_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0024_face_0_aug_2.jpg,01__kitchen_still\frame_0024_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0010_face_0_aug_2.jpg,01__kitchen_still\frame_0010_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0015_face_0_aug_1.jpg,01__kitchen_still\frame_0015_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0004_face_0_aug_2.jpg,01__kitchen_still\frame_0004_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0025_face_0_aug_0.jpg,01__kitchen_still\frame_0025_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0006_face_0_aug_1.jpg,01__kitchen_still\frame_0006_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0026_face_0_aug_2.jpg,01__kitchen_still\frame_0026_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0009_face_0_aug_0.jpg,01__kitchen_still\frame_0009_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0029_face_0_aug_1.jpg,01__kitchen_still\frame_0029_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0002_face_0_aug_1.jpg,01__kitchen_still\frame_0002_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0018_face_0_aug_0.jpg,01__kitchen_still\frame_0018_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0027_face_0_aug_2.jpg,01__kitchen_still\frame_0027_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0028_face_0_aug_1.jpg,01__kitchen_still\frame_0028_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0003_face_0_aug_2.jpg,01__kitchen_still\frame_0003_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0008_face_0_aug_0.jpg,01__kitchen_still\frame_0008_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0023_face_0_aug_2.jpg,01__kitchen_still\frame_0023_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0021_face_0_aug_0.jpg,01__kitchen_still\frame_0021_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0000_face_0_aug_2.jpg,01__kitchen_still\frame_0000_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0029_face_0_aug_0.jpg,01__kitchen_still\frame_0029_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0008_face_0_aug_1.jpg,01__kitchen_still\frame_0008_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0001_face_0_aug_1.jpg,01__kitchen_still\frame_0001_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0019_face_0_aug_1.jpg,01__kitchen_still\frame_0019_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0005_face_0_aug_1.jpg,01__kitchen_still\frame_0005_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0006_face_0_aug_0.jpg,01__kitchen_still\frame_0006_face_0_aug_0.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0011_face_0_aug_1.jpg,01__kitchen_still\frame_0011_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0015_face_0_aug_2.jpg,01__kitchen_still\frame_0015_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0025_face_0_aug_2.jpg,01__kitchen_still\frame_0025_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0006_face_0_aug_2.jpg,01__kitchen_still\frame_0006_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0010_face_0_aug_1.jpg,01__kitchen_still\frame_0010_face_0_aug_1.jpg,01__kitchen_still,train
data\processed\augmented\01__kitchen_still\frame_0013_face_0_aug_2.jpg,01__kitchen_still\frame_0013_face_0_aug_2.jpg,01__kitchen_still,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0008_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0008_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0010_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0010_face_0_aug_0.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0018_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0018_face_0_aug_1.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0019_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0019_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0007_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0007_face_0_aug_1.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0010_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0010_face_0_aug_1.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0023_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0023_face_0_aug_1.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0013_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0013_face_0_aug_0.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0018_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0018_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0022_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0022_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0001_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0001_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0003_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0003_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0016_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0016_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0000_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0000_face_0_aug_1.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0016_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0016_face_0_aug_0.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0017_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0017_face_0_aug_1.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0002_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0002_face_0_aug_0.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0024_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0024_face_0_aug_0.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0006_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0006_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0020_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0020_face_0_aug_0.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0019_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0019_face_0_aug_1.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0005_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0005_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0001_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0001_face_0_aug_0.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0004_face_0_aug_1.jpg,01__outside_talking_pan_laughing\frame_0004_face_0_aug_1.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0019_face_0_aug_0.jpg,01__outside_talking_pan_laughing\frame_0019_face_0_aug_0.jpg,01__outside_talking_pan_laughing,train
data\processed\augmented\01__outside_talking_pan_laughing\frame_0014_face_0_aug_2.jpg,01__outside_talking_pan_laughing\frame_0014_face_0_aug_2.jpg,01__outside_talking_pan_laughing,train
